new_la_code,la_name,imd,ehfs_sp_2011,ehfs_sp_2012,ehfs_sp_2013,ehfs_sp_2014,ehfs_sp_2015,ehfs_sp_2016,ehfs_sp_2017,ehfs_sp_2018,ehfs_sp_2019,cin_2011,cin_2012,cin_2013,cin_2014,cin_2015,cin_2016,cin_2017,cin_2018,cin_2019,region,inr_ldn
E06000009,Blackpool,42,6.387030823036899,6.062155975230515,5.996277944103511,6.143004679562499,6.113660055693689,6.061456918928017,5.984263683004597,5.96967895503606,5.9128000559243,6.154433375386121,6.272424073798936,6.334078598398358,6.47435355218095,6.383844415667491,6.494207594680617,6.499185355920494,6.436919303432305,6.674043581005869,North West,0
E08000001,Bolton,28.42,6.282098508445647,5.996675944158515,5.779600887933039,5.690494580329266,5.652839995918626,5.498151348426623,5.455662937271814,5.401550621189688,5.420977379283924,5.882486384538237,5.751143046016039,5.893769024634528,5.983432375410718,5.9979435132056915,5.952723718791551,5.853638230200579,5.775327641819297,5.853523445994759,North West,0
E08000002,Bury,21.77,6.1078020941043825,5.803959579621873,5.560566239742826,5.418896489506421,5.356680609844951,5.261394012443439,5.245602008876042,5.124678010136916,5.200539143629332,6.375876246018314,6.021945254361569,5.755362394629381,6.073274922305548,5.848171377281505,5.991464547107982,5.874649792516147,5.788674941674164,5.853293838049316,North West,0
E06000049,Cheshire East,14.13,5.776785074205902,5.397936431576749,5.353326249578836,5.37091705896238,5.335034949483199,5.274075902175002,5.16100741558343,5.059234963932318,5.154620191290849,5.729450221404779,5.78986842356933,5.5378852962763885,5.644739934022418,5.66953603592761,5.6736668507515775,5.5671988095361,5.662022540407969,5.618478729741745,North West,0
E06000050,Cheshire West and Chester,18.09,5.612653541245099,5.7554257078080395,5.532400857900581,5.4204022470982745,5.348535082708654,5.333732771768991,5.262742001034116,5.313796937396423,5.196173892879333,5.716369590161673,5.598236756664296,5.682865226400813,5.750984076140496,5.782285536144145,5.7969691893823185,5.825705078613006,5.832146372078991,5.620255927677908,North West,0
E10000006,Cumbria,21.33,5.805134968916488,5.878519788091848,5.582367852765768,5.646506406836471,5.661222860237405,5.735797804088212,5.721917044851684,5.63221486279678,5.5824807556881915,5.547128664610824,5.723487057930536,5.812935788552724,6.025624398754687,5.90454407507728,5.89467827842029,5.814428994743265,5.877231452946558,5.826088599040169,North West,0
E06000006,Halton,31.94,6.451338923244918,6.210640236860806,6.1079578625437865,5.97898702559687,5.9590963020752525,5.740789200285297,5.481347005925672,5.814309620265386,5.617861412148562,5.795753753195012,5.829151478772285,5.8730187919015,6.016157159698354,6.123807734095696,6.03140615420093,5.943061807879815,6.039301876522142,5.784840051790853,North West,0
E08000011,Knowsley,41.39,6.292550139701776,6.158651315275995,5.883461654556327,6.259772650376566,6.022430126364862,6.077986220879228,5.891312665157541,5.819489282368171,5.811739616161293,6.071430328745864,6.07993319509559,5.944870719225222,5.901813325155335,6.053264948013429,6.132964109381682,5.929589143389895,5.875520444577156,5.858190264285044,North West,0
E10000017,Lancashire,22.5,6.176926999454503,5.934576684900933,5.845542419694032,5.848084818428645,5.553657016078564,5.405735763315307,5.324374900867326,5.278930652747847,5.2581201767966235,5.394081988532416,5.209376857251389,5.470504408861394,5.916202062607435,5.854211953681605,6.016644845638281,5.812038793426053,5.891588961680726,5.956717810778147,North West,0
E08000012,Liverpool,41.13,6.533934176208434,6.201239130683238,5.935370272753074,5.865277546857597,5.8222171498013,5.698267293968091,5.6907647775748975,5.536270709515726,5.700242884357668,6.252096542833184,6.225132521878404,6.133181099726462,6.025382765311443,6.13469871519389,6.119637860830965,5.940697430054329,6.01124266429987,6.095666892345292,North West,0
E08000003,Manchester,40.51,6.71970132333978,6.217922599390022,6.022914763381229,5.670432494974647,5.404387630275103,5.501462271355557,5.618260896455957,5.623078437241238,5.199711762793915,6.1235887000350235,6.036509611901109,6.173285978860254,6.1310090745458785,6.027555367252336,6.048553514092109,6.067267510523482,6.141865347775507,6.070368144703448,North West,0
E08000004,Oldham,30.29,5.786068817343426,5.878407824815685,5.813413857164673,5.721098352421432,5.535679355099802,5.700711096131715,5.308762624409575,5.105460507838699,5.589007410514122,5.686297160315181,5.593707158068019,NA,5.69035945432406,5.839769183855788,5.774240938304763,6.07235305084132,6.183860189473411,6.178690723235392,North West,0
E08000005,Rochdale,33.68,6.214648097622213,6.1351535510817845,5.984238502016242,5.858304514092372,5.777032936395794,5.5984960303291,5.466244147224316,5.425874699962912,5.458521118088372,6.006106823844852,6.035840219827535,6.106399085200081,6.081533744196849,6.045715961939898,5.867600559885596,5.849900982786195,6.005687913744225,6.197970457269168,North West,0
E08000006,Salford,32.96,6.489918962058974,5.913475978246006,5.980681619742513,5.979265439650984,5.85607428499846,5.626469371553531,5.598533063937103,5.631964186865729,5.781638177191837,5.70877001616724,6.1214176703558465,5.9194582111228895,5.7670702138921195,5.855931151812786,6.059823884621325,6.081076705797669,5.993138145859991,6.006968733643947,North West,0
E08000014,Sefton,25.73,6.202515274068052,5.984037031279185,6.107312378129855,6.025382765311443,5.999407914862293,6.0874563127617085,6.075920578648298,5.906641682667704,5.787541345756266,5.908626268798978,5.807120947362389,6.010335367858233,5.671259282950641,5.773308537304811,5.891091572961195,5.8544986920348245,6.002824774678617,6.014277345173139,North West,0
